G41.900--->G40.901--->0.75
E14.900100--->E10.900--->0.846153846154
P07.101--->P07.300--->0.988395904437
P57.901--->P59.901--->0.866666666667
E74.002--->P59.901--->0.733333333333
B97.400--->J18.000--->0.75
A49.200--->J18.000--->0.838235294118
P77.x00--->P07.300--->0.75
P28.400--->P23.900--->0.814814814815
A37.900--->J18.000--->0.909090909091
P55.100--->P59.901--->0.955607476636
P61.200--->P23.900--->0.740740740741
P39.200--->P07.300--->0.715517241379
H35.100--->P07.300--->0.871559633028
Z38.500--->P07.300--->0.854243542435
P07.200--->P07.300--->1.0
D55.000--->P59.901--->0.8125
Z37.204--->Z38.500--->0.716049382716
P07.000--->P23.900--->0.811827956989
P07.200--->P22.000--->0.883116883117
Z37.204--->P07.300--->0.864197530864
P28.500--->P23.900--->0.911764705882
P61.200--->P22.000--->0.962962962963
P61.200--->P07.300--->0.962962962963
N13.701--->N39.000--->0.952380952381
P28.400--->P07.300--->0.888888888889
P21.900--->P23.900--->0.712643678161
P07.000--->P22.000--->0.811827956989
P22.000--->P23.900--->0.806157354618
P27.100--->P07.300--->0.735772357724
P22.000--->P07.300--->0.965792474344
P07.200--->P23.900--->0.779220779221
P55.900--->P59.901--->0.935483870968
P07.000--->P07.300--->0.991935483871
P07.300,P39.200,P61.400--->P22.000,P23.900--->0.714285714286
P23.900,P39.200,P61.400--->P07.300,P22.000--->0.757575757576
P22.000,P39.200,P61.400--->P07.300,P23.900--->0.806451612903
P07.000,P23.900,Q25.000--->P07.300,P22.000--->0.945205479452
P07.000,P07.300,Q25.000--->P22.000,P23.900--->0.811764705882
P07.000,P22.000,Q25.000--->P07.300,P23.900--->0.884615384615
P07.000,Q25.000--->P07.300,P22.000,P23.900--->0.811764705882
P07.000,P27.100,Q25.000--->P07.300,Q21.101--->0.757575757576
P07.101,P61.400,Z38.500--->P07.300,P23.900--->0.756097560976
P61.400,Q21.101,Q25.000--->P07.300,P22.000--->0.775280898876
H35.100,P07.000,P61.400--->P07.300,P22.000--->0.829268292683
H35.100,P07.000,P22.000--->P07.300,P61.400--->0.723404255319
H35.100,P22.000,P61.400--->P07.000,P07.300--->0.772727272727
P07.000,P23.900,Z38.500--->P07.300,P22.000--->0.777777777778
P07.000,P22.000,Z38.500--->P07.300,P23.900--->0.816666666667
P27.100,Q21.101,Q25.000--->P22.000,P23.900--->0.725
J96.900,P07.300,P61.400--->P22.000,P23.900--->0.761904761905
J96.900,P22.000,P61.400--->P07.300,P23.900--->0.842105263158
P23.900,P27.100,Q25.000--->P07.300,P22.000--->0.854166666667
P07.300,P27.100,Q25.000--->P22.000,P23.900--->0.759259259259
P22.000,P27.100,Q25.000--->P07.300,P23.900--->0.836734693878
P27.100,Q25.000--->P07.300,P22.000,P23.900--->0.706896551724
J96.900,P07.000,P27.100--->P07.300,P23.900--->1.0
P07.000,P21.900,P61.400--->P22.000,P23.900--->0.857142857143
P07.101,P22.000,P61.400--->P07.300,P23.900--->0.811320754717
P07.000,P27.100,Q21.101--->P07.300,P22.000--->0.893617021277
P07.101,P21.900,Q25.000--->P07.300,P22.000--->0.909090909091
P07.000,P61.400,Q25.000--->P07.300,P22.000--->0.924528301887
P07.000,P61.400,Q25.000--->P07.300,P23.900--->0.867924528302
P07.000,P27.100,P59.901--->P07.300,P22.000--->1.0
J96.900,P07.101,Q21.101--->P07.300,P22.000--->0.826086956522
P07.000,P27.100,Q25.000--->P07.300,P61.400--->0.757575757576
P07.000,P27.100,P59.901--->P22.000,P23.900--->0.852941176471
P07.101,P21.900,Q21.101--->P07.300,P23.900--->0.828571428571
P07.000,P61.400,Q21.101--->P07.300,P22.000--->0.835164835165
P07.300,P59.901,P61.400,Q25.000--->P22.000,P23.900--->0.709677419355
P23.900,P59.901,P61.400,Q25.000--->P07.300,P22.000--->0.814814814815
P22.000,P59.901,P61.400,Q25.000--->P07.300,P23.900--->0.846153846154
P23.900,P27.100,Q21.101,Q25.000--->P07.300,P61.400--->0.71875
P27.100,P61.400,Q21.101,Q25.000--->P07.300,P23.900--->0.821428571429
P07.000,P23.900,P61.400,Q25.000--->P07.300,P22.000--->0.95652173913
P07.000,P07.300,P61.400,Q25.000--->P22.000,P23.900--->0.830188679245
P07.000,P22.000,P61.400,Q25.000--->P07.300,P23.900--->0.897959183673
P07.000,P61.400,Q25.000--->P07.300,P22.000,P23.900--->0.830188679245
P22.000,P27.100,P61.400,Q21.101--->P07.000,P07.300--->0.711111111111
P07.000,P27.100,P61.400,Q21.101--->P07.300,P22.000--->0.888888888889
P07.000,P22.000,P27.100,Q21.101--->P07.300,P61.400--->0.761904761905
P23.900,P61.400,Q21.101,Z38.500--->P07.300,P22.000--->0.705882352941
P22.000,P61.400,Q21.101,Z38.500--->P07.300,P23.900--->0.8
P07.300,P23.900,P27.100,P59.901--->P22.000,P61.400--->0.711111111111
P07.300,P27.100,P59.901,P61.400--->P22.000,P23.900--->0.820512820513
P23.900,P27.100,P59.901,P61.400--->P07.300,P22.000--->0.941176470588
P22.000,P23.900,P27.100,P59.901--->P07.300,P61.400--->0.744186046512
P22.000,P27.100,P59.901,P61.400--->P07.300,P23.900--->0.864864864865
P23.900,P27.100,P59.901--->P07.300,P22.000,P61.400--->0.711111111111
P27.100,P59.901,P61.400--->P07.300,P22.000,P23.900--->0.820512820513
P23.900,Q21.101,Q25.000,Z38.500--->P07.300,P22.000--->0.766666666667
P22.000,Q21.101,Q25.000,Z38.500--->P07.300,P23.900--->0.851851851852
P07.101,P23.900,P61.400,Q25.000--->P07.300,P22.000--->0.794117647059
P07.101,P22.000,P61.400,Q25.000--->P07.300,P23.900--->0.84375
P07.000,P22.000,P27.100,Q25.000--->P07.300,Q21.101--->0.733333333333
P07.000,P27.100,Q21.101,Q25.000--->P07.300,P22.000--->0.88
P23.900,P59.901,P61.400,Q21.101--->P07.300,P22.000--->0.733333333333
P22.000,P59.901,P61.400,Q21.101--->P07.300,P23.900--->0.702127659574
P07.000,P07.300,P21.900,P61.400--->P22.000,P23.900--->0.857142857143
P07.000,P21.900,P23.900,P61.400--->P07.300,P22.000--->0.923076923077
P07.000,P21.900,P22.000,P61.400--->P07.300,P23.900--->0.923076923077
P07.000,P21.900,P61.400--->P07.300,P22.000,P23.900--->0.857142857143
P07.101,P23.900,P59.901,Q25.000--->P07.300,P22.000--->0.769230769231
P07.101,P22.000,P59.901,Q25.000--->P07.300,P23.900--->0.714285714286
P07.000,P27.100,P61.400,Q25.000--->P07.300,Q21.101--->0.8
P27.100,P61.400,Q21.101,Q25.000--->P07.000,P07.300--->0.714285714286
P07.000,P27.100,Q21.101,Q25.000--->P07.300,P61.400--->0.8
P07.000,P07.300,P27.100,P59.901--->P22.000,P61.400--->0.794117647059
P07.000,P27.100,P59.901,P61.400--->P07.300,P22.000--->1.0
P07.000,P22.000,P27.100,P59.901--->P07.300,P61.400--->0.794117647059
P22.000,P27.100,P59.901,P61.400--->P07.000,P07.300--->0.72972972973
P07.000,P27.100,P59.901--->P07.300,P22.000,P61.400--->0.794117647059
P07.000,P23.900,P59.901,Z38.500--->P07.300,P22.000--->0.95
P07.000,P22.000,P59.901,Z38.500--->P07.300,P23.900--->0.76
P07.000,P27.100,P61.400,Q21.101--->P22.000,P23.900--->0.777777777778
H35.100,P07.000,P07.300,P27.100--->P22.000,P23.900--->0.791666666667
H35.100,P07.000,P23.900,P27.100--->P07.300,P22.000--->0.95
H35.100,P07.000,P22.000,P27.100--->P07.300,P23.900--->0.904761904762
H35.100,P07.000,P27.100--->P07.300,P22.000,P23.900--->0.791666666667
P07.000,P61.400,Q21.101,Q25.000--->P07.300,P23.900--->0.861111111111
P07.000,P59.901,P61.400,Q21.101--->P07.300,P22.000--->1.0
P22.000,P59.901,Q21.101,Q25.000--->P07.300,P23.900--->0.717391304348
P07.300,P27.100,P61.400,Q25.000--->P22.000,P23.900--->0.756756756757
P23.900,P27.100,P61.400,Q25.000--->P07.300,P22.000--->0.848484848485
P22.000,P27.100,P61.400,Q25.000--->P07.300,P23.900--->0.823529411765
P27.100,P61.400,Q25.000--->P07.300,P22.000,P23.900--->0.736842105263
P07.000,P23.900,Q21.101,Q25.000--->P07.300,P22.000--->0.918367346939
P07.000,P07.300,Q21.101,Q25.000--->P22.000,P23.900--->0.775862068966
P07.000,P22.000,Q21.101,Q25.000--->P07.300,P23.900--->0.849056603774
P07.000,Q21.101,Q25.000--->P07.300,P22.000,P23.900--->0.775862068966
P07.000,P23.900,P27.100,P59.901--->P22.000,P61.400--->0.793103448276
P07.000,P27.100,P59.901,P61.400--->P22.000,P23.900--->0.851851851852
P07.000,P23.900,Q21.101,Z38.500--->P07.300,P22.000--->0.724137931034
P07.000,P22.000,Q21.101,Z38.500--->P07.300,P23.900--->0.84
P07.101,P21.900,P23.900,Q21.101--->P07.300,P22.000--->0.793103448276
P07.101,P21.900,P22.000,Q21.101--->P07.300,P23.900--->0.793103448276
P07.101,P22.000,P61.400,Q25.000--->P07.300,Q21.101--->0.71875
P07.101,P61.400,Q21.101,Q25.000--->P07.300,P22.000--->0.793103448276
P07.000,P23.900,P27.100,Q25.000--->P22.000,P61.400--->0.703703703704
P07.000,P27.100,P61.400,Q25.000--->P22.000,P23.900--->0.76
P22.000,P59.901,P61.400,Q25.000--->P07.300,Q21.101--->0.730769230769
P59.901,P61.400,Q21.101,Q25.000--->P07.300,P22.000--->0.863636363636
P07.300,P21.900,P27.100,P61.400--->P22.000,P23.900--->0.88
P21.900,P23.900,P27.100,P61.400--->P07.300,P22.000--->0.95652173913
P21.900,P22.000,P27.100,P61.400--->P07.300,P23.900--->0.916666666667
P21.900,P27.100,P61.400--->P07.300,P22.000,P23.900--->0.88
P07.101,P22.000,P23.900,Q25.000--->P07.300,Q21.101--->0.708860759494
P07.101,P23.900,Q21.101,Q25.000--->P07.300,P22.000--->0.727272727273
P07.101,P22.000,Q21.101,Q25.000--->P07.300,P23.900--->0.811594202899
P22.000,P27.100,P61.400,Q25.000--->P07.300,Q21.101--->0.735294117647
P27.100,P61.400,Q21.101,Q25.000--->P07.300,P22.000--->0.892857142857
P22.000,P27.100,Q21.101,Q25.000--->P07.300,P61.400--->0.735294117647
P27.100,P61.400,Q21.101,Q25.000--->P22.000,P23.900--->0.785714285714
P07.000,P23.900,P27.100,P59.901--->P07.300,P61.400--->0.793103448276
P07.000,P27.100,P59.901,P61.400--->P07.300,P23.900--->0.851851851852
P07.000,P23.900,P27.100,Q25.000--->P07.300,P61.400--->0.777777777778
P07.000,P27.100,P61.400,Q25.000--->P07.300,P23.900--->0.84
P07.000,P61.400,Q21.101,Q25.000--->P07.300,P22.000--->0.944444444444
P07.000,P23.900,P27.100,Q21.101--->P07.300,P61.400--->0.780487804878
P07.000,P27.100,P61.400,Q21.101--->P07.300,P23.900--->0.888888888889
P23.900,P59.901,P61.400,Z38.500--->P07.300,P22.000--->0.904761904762
P22.000,P59.901,P61.400,Z38.500--->P07.300,P23.900--->0.76
P07.000,P07.300,P27.100,P61.400--->P22.000,P23.900--->0.844155844156
P07.000,P23.900,P27.100,P61.400--->P07.300,P22.000--->0.928571428571
P07.000,P22.000,P27.100,P61.400--->P07.300,P23.900--->0.902777777778
P22.000,P23.900,P27.100,P61.400--->P07.000,P07.300--->0.70652173913
P07.000,P27.100,P61.400--->P07.300,P22.000,P23.900--->0.844155844156
P07.300,P27.100,P61.400,Q21.101--->P22.000,P23.900--->0.8
P23.900,P27.100,P61.400,Q21.101--->P07.300,P22.000--->0.851063829787
P22.000,P23.900,P27.100,Q21.101--->P07.300,P61.400--->0.727272727273
P22.000,P27.100,P61.400,Q21.101--->P07.300,P23.900--->0.888888888889
P27.100,P61.400,Q21.101--->P07.300,P22.000,P23.900--->0.754716981132
P07.000,P23.900,P27.100,Q25.000--->P07.300,P22.000--->0.925925925926
P07.000,P07.300,P27.100,Q25.000--->P22.000,P23.900--->0.757575757576
P07.000,P22.000,P27.100,Q25.000--->P07.300,P23.900--->0.833333333333
P07.000,P27.100,Q25.000--->P07.300,P22.000,P23.900--->0.757575757576
P07.000,P23.900,P61.400,Z38.500--->P07.300,P22.000--->0.769230769231
P07.000,P22.000,P61.400,Z38.500--->P07.300,P23.900--->0.833333333333
P07.000,P23.900,P59.901,Q25.000--->P07.300,P22.000--->1.0
P07.000,P07.300,P59.901,Q25.000--->P22.000,P23.900--->0.821428571429
P07.000,P22.000,P59.901,Q25.000--->P07.300,P23.900--->0.821428571429
P07.000,P59.901,Q25.000--->P07.300,P22.000,P23.900--->0.821428571429
P07.000,P23.900,P27.100,Q25.000--->P07.300,Q21.101--->0.703703703704
P07.000,P27.100,Q21.101,Q25.000--->P07.300,P23.900--->0.76
P07.300,P27.100,Q21.101,Q25.000--->P22.000,P23.900--->0.72972972973
P23.900,P27.100,Q21.101,Q25.000--->P07.300,P22.000--->0.84375
P22.000,P27.100,Q21.101,Q25.000--->P07.300,P23.900--->0.794117647059
P07.101,P22.000,Q21.101,Z38.500--->P07.300,P23.900--->0.756097560976
P07.101,P22.000,P61.400,Q21.101--->P07.300,P23.900--->0.833333333333
P07.101,P61.400,Q21.101,Q25.000--->P07.300,P23.900--->0.793103448276
P07.000,P23.900,P59.901,P61.400--->P07.300,P22.000--->0.875
P07.000,P22.000,P59.901,P61.400--->P07.300,P23.900--->0.777777777778
P07.000,P07.300,P27.100,P59.901--->P22.000,P23.900--->0.852941176471
P07.000,P23.900,P27.100,P59.901--->P07.300,P22.000--->1.0
P07.000,P22.000,P27.100,P59.901--->P07.300,P23.900--->0.852941176471
P07.000,P27.100,P59.901--->P07.300,P22.000,P23.900--->0.852941176471
P07.000,P61.400,Q21.101,Q25.000--->P22.000,P23.900--->0.805555555556
P07.000,P07.300,P27.100,Q21.101--->P22.000,P23.900--->0.787234042553
P07.000,P23.900,P27.100,Q21.101--->P07.300,P22.000--->0.90243902439
P07.000,P22.000,P27.100,Q21.101--->P07.300,P23.900--->0.880952380952
P07.000,P27.100,Q21.101--->P07.300,P22.000,P23.900--->0.787234042553
P07.000,P23.900,P61.400,Q21.101--->P07.300,P22.000--->0.826666666667
P07.000,P22.000,P61.400,Q21.101--->P07.300,P23.900--->0.815789473684
P07.000,P23.900,P59.901,Q21.101--->P07.300,P22.000--->1.0
P07.101,P22.000,P59.901,Q25.000--->P07.300,Q21.101--->0.714285714286
P07.101,P59.901,Q21.101,Q25.000--->P07.300,P22.000--->0.8
P07.300,P21.900,Q21.101,Q25.000--->P22.000,P23.900--->0.741935483871
P21.900,P22.000,Q21.101,Q25.000--->P07.300,P23.900--->0.851851851852
P07.300,P61.400,Q21.101,Q25.000--->P22.000,P23.900--->0.7375
P23.900,P61.400,Q21.101,Q25.000--->P07.300,P22.000--->0.776315789474
P22.000,P61.400,Q21.101,Q25.000--->P07.300,P23.900--->0.830985915493
H35.100,P07.000,P23.900,P61.400--->P07.300,P22.000--->0.84375
H35.100,P07.000,P22.000,P23.900--->P07.300,P61.400--->0.72972972973
H35.100,P07.000,P22.000,P61.400--->P07.300,P23.900--->0.771428571429
H35.100,P22.000,P23.900,P61.400--->P07.000,P07.300--->0.75
P07.000,P27.100,P61.400,Q25.000--->P07.300,P22.000--->0.92
P07.000,P22.000,P27.100,Q25.000--->P07.300,P61.400--->0.766666666667
P22.000,P23.900,P27.100,P59.901,P61.400--->P07.000,P07.300--->0.71875
P07.000,P07.300,P23.900,P27.100,P59.901--->P22.000,P61.400--->0.793103448276
P07.000,P07.300,P27.100,P59.901,P61.400--->P22.000,P23.900--->0.851851851852
P07.000,P23.900,P27.100,P59.901,P61.400--->P07.300,P22.000--->1.0
P07.000,P22.000,P23.900,P27.100,P59.901--->P07.300,P61.400--->0.793103448276
P07.000,P22.000,P27.100,P59.901,P61.400--->P07.300,P23.900--->0.851851851852
P07.000,P23.900,P27.100,P59.901--->P07.300,P22.000,P61.400--->0.793103448276
P07.000,P27.100,P59.901,P61.400--->P07.300,P22.000,P23.900--->0.851851851852
P22.000,P23.900,P27.100,P61.400,Q25.000--->P07.300,Q21.101--->0.724137931034
P07.300,P23.900,P27.100,Q21.101,Q25.000--->P22.000,P61.400--->0.7
P23.900,P27.100,P61.400,Q21.101,Q25.000--->P07.300,P22.000--->0.875
P07.300,P27.100,P61.400,Q21.101,Q25.000--->P22.000,P23.900--->0.777777777778
P22.000,P23.900,P27.100,Q21.101,Q25.000--->P07.300,P61.400--->0.724137931034
P22.000,P27.100,P61.400,Q21.101,Q25.000--->P07.300,P23.900--->0.807692307692
P27.100,P61.400,Q21.101,Q25.000--->P07.300,P22.000,P23.900--->0.75
P07.000,P23.900,P61.400,Q21.101,Q25.000--->P07.300,P22.000--->0.935483870968
P07.000,P07.300,P61.400,Q21.101,Q25.000--->P22.000,P23.900--->0.805555555556
P07.000,P22.000,P61.400,Q21.101,Q25.000--->P07.300,P23.900--->0.852941176471
P07.000,P61.400,Q21.101,Q25.000--->P07.300,P22.000,P23.900--->0.805555555556
P07.101,P22.000,P23.900,P61.400,Q25.000--->P07.300,Q21.101--->0.703703703704
P07.101,P23.900,P61.400,Q21.101,Q25.000--->P07.300,P22.000--->0.826086956522
P07.101,P22.000,P61.400,Q21.101,Q25.000--->P07.300,P23.900--->0.826086956522
P07.000,P07.300,P23.900,P27.100,Q25.000--->P22.000,P61.400--->0.703703703704
P07.000,P23.900,P27.100,P61.400,Q25.000--->P07.300,P22.000--->0.904761904762
P07.000,P07.300,P27.100,P61.400,Q25.000--->P22.000,P23.900--->0.76
P07.000,P22.000,P23.900,P27.100,Q25.000--->P07.300,P61.400--->0.76
P07.000,P22.000,P27.100,P61.400,Q25.000--->P07.300,P23.900--->0.826086956522
P07.000,P23.900,P27.100,Q25.000--->P07.300,P22.000,P61.400--->0.703703703704
P07.000,P27.100,P61.400,Q25.000--->P07.300,P22.000,P23.900--->0.76
P07.000,P07.300,P27.100,P61.400,Q21.101--->P22.000,P23.900--->0.777777777778
P07.000,P23.900,P27.100,P61.400,Q21.101--->P07.300,P22.000--->0.875
P07.000,P22.000,P23.900,P27.100,Q21.101--->P07.300,P61.400--->0.756756756757
P07.000,P22.000,P27.100,P61.400,Q21.101--->P07.300,P23.900--->0.875
P07.000,P27.100,P61.400,Q21.101--->P07.300,P22.000,P23.900--->0.777777777778
